GROUP_DATE,INCIDENT_DATETIME,INITIAL_SEVERITY_LEVEL_CODE
07/02/2016,3882,4.134981968057702
07/02/2017,4036,4.190535183349851
07/02/2018,4702,4.3368779242875375
07/03/2016,3876,4.208978328173375
07/03/2017,4115,4.30498177399757
07/03/2018,4502,4.257441137272323
07/04/2016,3800,4.159736842105263
07/04/2017,3923,4.330359418812134
07/04/2018,4381,4.295594613102032
07/05/2016,4295,4.221420256111758
07/05/2017,4399,4.360763809956809
07/05/2018,4981,4.304155792009636
07/06/2016,4172,4.24209012464046
07/06/2017,3967,4.338290899924376
07/06/2018,4298,4.286179618427175
07/07/2016,4363,4.283978913591565
07/07/2017,4109,4.3560477001703575
07/07/2018,3936,4.292936991869919
07/08/2016,4101,4.318702755425506
07/08/2017,3988,4.238716148445336
07/08/2018,3888,4.325102880658436
07/09/2016,3693,4.184944489574871
07/09/2017,3856,4.256742738589212
07/09/2018,4184,4.316443594646271
07/10/2016,3864,4.268115942028985
07/10/2017,4363,4.271372908549163
07/10/2018,4451,4.299033924960683
07/11/2016,4081,4.219554030874786
07/11/2017,4153,4.301468817722129
07/11/2018,4429,4.279295552043351
07/12/2016,4109,4.23704064249209
07/12/2017,4264,4.293621013133208
07/12/2018,4298,4.317124243834342
07/13/2016,4048,4.212203557312253
07/13/2017,4344,4.292357274401473
07/13/2018,4360,4.31651376146789
07/14/2016,4143,4.24112961622013
07/14/2017,3685,4.3807327001356855
07/14/2018,4472,4.244633273703041
07/15/2016,4312,4.215909090909091
07/15/2017,4095,4.281807081807082
07/15/2018,4087,4.346464399314901
07/16/2016,4075,4.196564417177914
07/16/2017,4102,4.226962457337884
07/16/2018,4564,4.338737949167397
07/17/2016,4077,4.189845474613686
07/17/2017,4305,4.267595818815331
07/17/2018,4441,4.36095473992344
07/18/2016,4383,4.253251197809719
07/18/2017,4218,4.357752489331436
07/18/2018,4441,4.291600990767845
07/19/2016,3958,4.255937342091966
07/19/2017,4189,4.317975650513249
07/19/2018,4254,4.308885754583921
07/20/2016,4003,4.285286035473395
07/20/2017,4340,4.292165898617512
07/20/2018,4293,4.288143489401351
07/21/2016,4061,4.278256587047525
07/21/2017,4470,4.342281879194631
07/21/2018,4230,4.257919621749409
07/22/2016,4208,4.217442965779468
07/22/2017,4331,4.2567536365735394
07/22/2018,3859,4.296708991966831
07/23/2016,4344,4.158379373848987
07/23/2017,3901,4.268649064342476
07/23/2018,4202,4.335316515944788
07/24/2016,4116,4.19533527696793
07/24/2017,3853,4.325201141967298
07/24/2018,4339,4.311592532841669
07/25/2016,4240,4.26816037735849
07/25/2017,3847,4.343124512607226
07/25/2018,4046,4.3388531883341575
07/26/2016,4113,4.236080719669341
07/26/2017,3996,4.311061061061061
07/26/2018,4267,4.255917506444809
07/27/2016,4233,4.22867942357666
07/27/2017,3893,4.333162085795017
07/27/2018,4307,4.274204782911539
07/28/2016,4128,4.203003875968992
07/28/2017,4015,4.273972602739726
07/28/2018,4264,4.219043151969982
07/29/2016,4010,4.269825436408977
07/29/2017,3702,4.334683954619125
07/29/2018,4108,4.2577896786757545
07/30/2016,4053,4.176905995558846
07/30/2017,3841,4.296016662327519
07/30/2018,4353,4.297955433034689
07/31/2016,3770,4.2151193633952255
07/31/2017,4004,4.3441558441558445
07/31/2018,4198,4.2939494997617915
08/01/2016,4000,4.2335
08/01/2017,4245,4.29399293286219
08/01/2018,4216,4.292220113851992
08/02/2016,4101,4.215313338210192
08/02/2017,4068,4.273598820058997
08/02/2018,4476,4.244638069705094
08/03/2016,3941,4.244861710225831
08/03/2017,4193,4.332697352730742
08/03/2018,4453,4.2683584100606335
08/04/2016,3926,4.236372898624555
08/04/2017,4329,4.274890274890275
08/04/2018,4433,4.229190164674035
08/05/2016,3993,4.253693964437766
08/05/2017,3911,4.296855024290463
08/05/2018,4415,4.285164212910532
08/06/2016,4051,4.201431745248087
08/06/2017,3762,4.282030834662414
08/06/2018,4738,4.261502743773744
08/07/2016,3834,4.250130412102243
08/07/2017,3851,4.34770189561153
08/07/2018,4497,4.321547698465643
08/08/2016,4151,4.244519392917369
08/08/2017,3988,4.38665997993982
08/08/2018,4422,4.33355947535052
08/09/2016,3965,4.309709962168979
08/09/2017,4127,4.319360310152653
08/09/2018,4519,4.327284797521576
08/10/2016,4033,4.271014133399454
08/10/2017,4227,4.334752779749231
08/10/2018,4554,4.284145805884936
08/11/2016,4319,4.2475109979161845
08/11/2017,3979,4.337773309876853
08/11/2018,4031,4.34606797320764
08/12/2016,4286,4.192020531964536
08/12/2017,3905,4.273751600512164
08/12/2018,4222,4.247986736144008
08/13/2016,4475,4.137206703910614
08/13/2017,4009,4.304564729358942
08/13/2018,4213,4.320199382862568
08/14/2016,4295,4.152968568102445
08/14/2017,4167,4.363330933525318
08/14/2018,4160,4.342067307692307
08/15/2016,4363,4.242493696997479
08/15/2017,3894,4.3574730354391376
08/15/2018,4342,4.318286503915246
08/16/2016,4179,4.323283082077052
08/16/2017,4129,4.299830467425527
08/16/2018,4549,4.353704110793581
08/17/2016,4026,4.294336810730253
08/17/2017,4122,4.349587578845221
08/17/2018,4566,4.226456416995182
08/18/2016,4024,4.308151093439363
08/18/2017,4064,4.324064960629921
08/18/2018,4222,4.259829464708669
08/19/2016,4250,4.247294117647058
08/19/2017,4155,4.2539109506618535
08/19/2018,3914,4.2531936637710785
08/20/2016,4062,4.162235352043329
08/20/2017,3914,4.231987736331119
08/20/2018,4036,4.31788899900892
08/21/2016,3909,4.171143514965464
08/21/2017,4226,4.350212967345007
08/21/2018,4152,4.323940269749518
08/22/2016,3831,4.301487862176978
08/22/2017,4255,4.299647473560517
08/22/2018,4056,4.304240631163708
08/23/2016,3870,4.32015503875969
08/23/2017,3915,4.361430395913154
08/23/2018,4070,4.347665847665848
08/24/2016,3889,4.282077654924145
08/24/2017,3895,4.346084724005134
08/24/2018,4319,4.269738365362352
08/25/2016,3980,4.334170854271357
08/25/2017,4061,4.296724944594927
08/25/2018,4218,4.248221906116643
08/26/2016,4174,4.20723526593196
08/26/2017,3811,4.281815796378903
08/26/2018,4148,4.196962391513982
08/27/2016,3867,4.184122058443237
08/27/2017,3843,4.286494925839188
08/27/2018,4401,4.2969779595546465
08/28/2016,3812,4.226128016789087
08/28/2017,3816,4.290880503144654
08/28/2018,4552,4.2612038664323375
08/29/2016,4036,4.244053518334985
08/29/2017,3500,4.359428571428571
08/29/2018,4480,4.227008928571428
08/30/2016,3767,4.310326519777011
08/30/2017,3944,4.334685598377282
08/30/2018,4372,4.289798719121683
08/31/2016,3990,4.292731829573935
08/31/2017,3755,4.299334221038615
08/31/2018,4082,4.329495345418913
09/01/2016,3954,4.276934749620637
09/01/2017,3972,4.319234642497483
09/01/2018,4191,4.225483178239084
09/02/2016,4005,4.191011235955056
09/02/2017,3885,4.264607464607464
09/02/2018,4086,4.2452276064610865
09/03/2016,3850,4.178181818181818
09/03/2017,3578,4.275852431525992
09/03/2018,4546,4.252969643642763
09/04/2016,3689,4.159392789373814
09/04/2017,3966,4.275844679778114
09/04/2018,4603,4.2722137736258965
09/05/2016,3812,4.240818467995803
09/05/2017,4201,4.3037372054272796
09/05/2018,4363,4.281686912674765
09/06/2016,3845,4.267100130039012
09/06/2017,3789,4.344154130377408
09/06/2018,4500,4.314444444444445
09/07/2016,3954,4.267577137076378
09/07/2017,3947,4.281732961743096
09/07/2018,4333,4.323794138010617
09/08/2016,4169,4.221396018229791
09/08/2017,4015,4.34321295143213
09/08/2018,4003,4.257307019735198
09/09/2016,4330,4.237644341801386
09/09/2017,3913,4.252236135957066
09/09/2018,3591,4.25619604566973
09/10/2016,4257,4.19661733615222
09/10/2017,3678,4.241163675910821
09/10/2018,3888,4.261059670781893
09/11/2016,3896,4.208162217659138
09/11/2017,4110,4.319708029197081
09/11/2018,3955,4.313274336283186
09/12/2016,3963,4.2687358062074185
09/12/2017,4205,4.376456599286564
09/12/2018,4340,4.300921658986175
09/13/2016,4154,4.282859894077997
09/13/2017,4310,4.376102088167054
09/13/2018,4304,4.318540892193308
09/14/2016,4088,4.305772994129159
09/14/2017,4391,4.313140514689137
09/14/2018,4373,4.280356734507203
09/15/2016,3898,4.295792714212417
09/15/2017,4508,4.260204081632653
09/15/2018,4367,4.256010991527364
09/16/2016,4010,4.222443890274314
09/16/2017,4388,4.283956244302644
09/16/2018,4323,4.212815174647235
09/17/2016,3943,4.183362921633274
09/17/2017,4161,4.284306657053593
09/17/2018,4413,4.292771357353274
09/18/2016,3833,4.243673362901122
09/18/2017,4335,4.315109573241061
09/18/2018,4382,4.338658146964856
09/19/2016,3938,4.310055865921788
09/19/2017,4146,4.3777134587554265
09/19/2018,4261,4.300633654071814
09/20/2016,4228,4.236754966887418
09/20/2017,4279,4.3381631222248185
09/20/2018,4312,4.259276437847866
09/21/2016,4110,4.295133819951338
09/21/2017,4054,4.3376911692155895
09/21/2018,4454,4.329591378536147
09/22/2016,4167,4.275497960163187
09/22/2017,4087,4.331783704428676
09/22/2018,4220,4.228199052132702
09/23/2016,4361,4.25154781013529
09/23/2017,4236,4.195467422096317
09/23/2018,3868,4.213288521199586
09/24/2016,3813,4.205874639391555
09/24/2017,4287,4.248425472358292
09/24/2018,4131,4.320503510045993
09/25/2016,3787,4.1584367573277
09/25/2017,4296,4.294227188081937
09/25/2018,4020,4.276119402985074
09/26/2016,3977,4.202665325622329
09/26/2017,4150,4.325060240963856
09/26/2018,4526,4.281263809102961
09/27/2016,3952,4.228997975708502
09/27/2017,4453,4.273972602739726
09/27/2018,4254,4.256699576868829
09/28/2016,3726,4.2321524422973695
09/28/2017,4077,4.344616139318126
09/28/2018,4184,4.338432122370937
09/29/2016,3632,4.26238986784141
09/29/2017,4104,4.293615984405458
09/29/2018,4308,4.156453110492108
09/30/2016,3887,4.220221250321584
09/30/2017,3863,4.186642505824489
09/30/2018,4109,4.192260890727671
10/01/2016,3704,4.1968142548596115
10/01/2017,3886,4.227483273288729
10/01/2018,4428,4.198961156278229
10/02/2016,3710,4.174393530997304
10/02/2017,4083,4.25618417830027
10/02/2018,4579,4.259226905437869
10/03/2016,3842,4.197813638729828
10/03/2017,3973,4.354140448024163
10/03/2018,4471,4.272198613285618
10/04/2016,3656,4.227571115973742
10/04/2017,4190,4.325775656324582
10/04/2018,4628,4.2454624027657735
10/05/2016,4001,4.219945013746563
10/05/2017,4257,4.268029128494245
10/05/2018,4565,4.287623220153341
10/06/2016,3983,4.2066281697213155
10/06/2017,4344,4.298112338858195
10/06/2018,4162,4.227534839019702
10/07/2016,4127,4.147080203537679
10/07/2017,4266,4.2878574777308955
10/07/2018,4351,4.17651114686279
10/08/2016,3809,4.211079023365713
10/08/2017,3934,4.240213523131673
10/08/2018,3859,4.2399585384814715
10/09/2016,3447,4.206266318537859
10/09/2017,3880,4.280927835051546
10/09/2018,4464,4.273521505376344
10/10/2016,3749,4.186716457722059
10/10/2017,4472,4.3658318425760285
10/10/2018,4587,4.31676477000218
10/11/2016,4032,4.213293650793651
10/11/2017,4079,4.343956852169649
10/11/2018,4494,4.31241655540721
10/12/2016,3806,4.206516027325276
10/12/2017,4031,4.369635326221781
10/12/2018,4411,4.305826343232827
10/13/2016,4097,4.202099096900171
10/13/2017,4027,4.330270672957536
10/13/2018,4024,4.227385685884692
10/14/2016,3991,4.203207216236533
10/14/2017,4031,4.227486975936492
10/14/2018,3896,4.206622176591376
10/15/2016,3750,4.168533333333333
10/15/2017,3945,4.213434727503168
10/15/2018,4509,4.22200044355733
10/16/2016,3751,4.158624366835511
10/16/2017,4117,4.355598736944377
10/16/2018,4065,4.245018450184502
10/17/2016,4344,4.254143646408839
10/17/2017,3896,4.2902977412731005
10/17/2018,4269,4.211524947294448
10/18/2016,4169,4.253058287359079
10/18/2017,4170,4.2745803357314145
10/18/2018,4070,4.218181818181818
10/19/2016,4135,4.24981862152358
10/19/2017,4244,4.238925541941565
10/19/2018,4354,4.252411575562701
10/20/2016,3978,4.2596782302664655
10/20/2017,4206,4.2620066571564434
10/20/2018,4407,4.157930565010211
10/21/2016,4211,4.22322488720019
10/21/2017,3949,4.249177006837174
10/21/2018,3732,4.170953912111468
10/22/2016,3579,4.240290583962
10/22/2017,3909,4.249936045024303
10/22/2018,4098,4.304294777940458
10/23/2016,3605,4.191678224687934
10/23/2017,4296,4.321927374301676
10/23/2018,4319,4.243574901597592
10/24/2016,3913,4.255813953488372
10/24/2017,3995,4.356695869837297
10/24/2018,4152,4.255298651252408
10/25/2016,3613,4.258510932742873
10/25/2017,4034,4.337878036688151
10/25/2018,4299,4.261223540358223
10/26/2016,3706,4.175391257420399
10/26/2017,3904,4.386526639344262
10/26/2018,4212,4.216286799620133
10/27/2016,3748,4.309498399146212
10/27/2017,4114,4.295333009236753
10/27/2018,4020,4.244278606965175
10/28/2016,3873,4.210947585850762
10/28/2017,4029,4.234053114916853
10/28/2018,3852,4.185617860851505
10/29/2016,3713,4.154861298141665
10/29/2017,3901,4.256344527044347
10/29/2018,4306,4.235485369252206
10/30/2016,4064,4.1515748031496065
10/30/2017,3983,4.264624654782827
10/30/2018,4086,4.247185511502692
10/31/2016,3743,4.245792145337965
10/31/2017,3883,4.335565284573783
10/31/2018,4169,4.22883185416167
11/01/2016,3997,4.2249186890167625
11/01/2017,4100,4.285853658536586
11/01/2018,4708,4.210917587085811
11/02/2016,3947,4.274638966303522
11/02/2017,4489,4.256850077968367
11/02/2018,4684,4.211571306575577
11/03/2016,4083,4.239774675483713
11/03/2017,4532,4.287069726390115
11/03/2018,4011,4.1795063575168285
11/04/2016,4129,4.20053281666263
11/04/2017,3831,4.243800574262595
11/04/2018,4121,4.137587964086387
11/05/2016,3598,4.218732629238466
11/05/2017,4084,4.224534769833497
11/05/2018,4342,4.220865960386918
11/06/2016,3868,4.276111685625646
11/06/2017,4305,4.302439024390244
11/06/2018,4046,4.217004448838359
11/07/2016,3906,4.225806451612903
11/07/2017,3697,4.336489045171761
11/07/2018,4314,4.238757533611498
11/08/2016,3686,4.212425393380358
11/08/2017,3915,4.2914431673052365
11/08/2018,4260,4.237323943661972
11/09/2016,3841,4.245248633168446
11/09/2017,4011,4.31563201196709
11/09/2018,4331,4.200877395520665
11/10/2016,3871,4.220614828209765
11/10/2017,3833,4.273154187320636
11/10/2018,3802,4.20515518148343
11/11/2016,3678,4.190048939641109
11/11/2017,3792,4.2215189873417724
11/11/2018,3668,4.217284623773174
11/12/2016,3584,4.174107142857143
11/12/2017,3613,4.287849432604483
11/12/2018,3752,4.231609808102346
11/13/2016,3555,4.2444444444444445
11/13/2017,4023,4.306239125031071
11/13/2018,4005,4.236953807740324
11/14/2016,4070,4.2004914004914005
11/14/2017,3912,4.32719836400818
11/14/2018,3812,4.351783840503672
11/15/2016,3794,4.266473379019504
11/15/2017,3973,4.30103196576894
11/15/2018,4451,4.34284430465064
11/16/2016,3942,4.300355149670218
11/16/2017,4066,4.327102803738318
11/16/2018,4049,4.20992837737713
11/17/2016,3967,4.238467355684397
11/17/2017,3985,4.261731493099122
11/17/2018,3946,4.205271160669032
11/18/2016,4102,4.175524134568503
11/18/2017,3900,4.266410256410256
11/18/2018,3749,4.21205654841291
11/19/2016,3917,4.157773806484554
11/19/2017,3671,4.173522201035141
11/19/2018,4288,4.233442164179104
11/20/2016,3420,4.138888888888889
11/20/2017,4045,4.291223733003708
11/20/2018,3969,4.271101033005795
11/21/2016,3752,4.266257995735607
11/21/2017,3922,4.271290158082611
11/21/2018,3845,4.231729518855657
11/22/2016,3689,4.262401734887503
11/22/2017,4057,4.3433571604633965
11/22/2018,3338,4.157579388855602
11/23/2016,3650,4.216986301369863
11/23/2017,3383,4.1708542713567835
11/23/2018,3816,4.264412997903564
11/24/2016,3180,4.223584905660378
11/24/2017,3896,4.252053388090349
11/24/2018,3669,4.195966203325157
11/25/2016,3833,4.204278632924602
11/25/2017,3844,4.196409989594173
11/25/2018,3616,4.20271017699115
11/26/2016,3494,4.214653692043503
11/26/2017,3520,4.2355113636363635
11/26/2018,4264,4.204502814258912
11/27/2016,3421,4.223034200526162
11/27/2017,4281,4.3032001868722265
11/27/2018,4128,4.249273255813954
11/28/2016,3914,4.262902401635156
11/28/2017,4036,4.314667988107037
11/28/2018,4053,4.282753515914138
11/29/2016,3945,4.268694550063372
11/29/2017,4132,4.310745401742498
11/29/2018,4228,4.283349101229896
11/30/2016,3892,4.279547790339158
11/30/2017,4052,4.279368213228036
11/30/2018,4287,4.214135759272218
12/01/2016,4125,4.2610909090909095
12/01/2017,4353,4.270158511371468
12/01/2018,4078,4.157920549288867
12/02/2016,4164,4.2195004803073966
12/02/2017,3957,4.179428860247662
12/02/2018,3916,4.157814096016343
12/03/2016,3732,4.209807073954984
12/03/2017,3824,4.140167364016737
12/03/2018,4330,4.2466512702078525
12/04/2016,3512,4.188211845102506
12/04/2017,4340,4.234101382488479
12/04/2018,4234,4.221776098252244
12/05/2016,4145,4.282026537997587
12/05/2017,4213,4.336339900308569
12/05/2018,4079,4.220397156165727
12/06/2016,4051,4.265613428783016
12/06/2017,4124,4.332201745877788
12/06/2018,4015,4.209464508094645
12/07/2016,4078,4.2302599313388916
12/07/2017,4096,4.302978515625
12/07/2018,4250,4.227764705882353
12/08/2016,4100,4.31609756097561
12/08/2017,4124,4.25266731328807
12/08/2018,3930,4.185496183206107
12/09/2016,3932,4.290437436419126
12/09/2017,3786,4.275224511357633
12/09/2018,3721,4.19269013705993
12/10/2016,3786,4.201267828843106
12/10/2017,3778,4.25436739015352
12/10/2018,4159,4.245972589564799
12/11/2016,3571,4.147297675721086
12/11/2017,4296,4.296787709497207
12/11/2018,4036,4.245787908820614
12/12/2016,4076,4.22252208047105
12/12/2017,4143,4.252474052618875
12/12/2018,4247,4.241346833058629
12/13/2016,4098,4.268911664226452
12/13/2017,3919,4.321255422301608
12/13/2018,3998,4.241620810405203
12/14/2016,4115,4.267071688942892
12/14/2017,4080,4.262745098039216
12/14/2018,4519,4.227705244523125
12/15/2016,4145,4.283715319662243
12/15/2017,4503,4.244947812569398
12/15/2018,4274,4.1925596630790825
12/16/2016,4121,4.314486775054599
12/16/2017,3890,4.205141388174807
12/16/2018,3740,4.184224598930482
12/17/2016,3928,4.22225050916497
12/17/2017,3828,4.1802507836990594
12/17/2018,4442,4.224223322827555
12/18/2016,3969,4.165532879818594
12/18/2017,4340,4.257834101382488
12/18/2018,4105,4.254080389768575
12/19/2016,4194,4.236289938006676
12/19/2017,4155,4.3143200962695545
12/19/2018,4126,4.239699466795928
12/20/2016,4044,4.286350148367952
12/20/2017,4026,4.256582215598609
12/20/2018,4352,4.207490808823529
12/21/2016,4086,4.217572197748409
12/21/2017,4097,4.235294117647059
12/21/2018,4534,4.2059991177767975
12/22/2016,4180,4.255023923444976
12/22/2017,4379,4.191596254852706
12/22/2018,4097,4.132536001952649
12/23/2016,4362,4.182255845942229
12/23/2017,3920,4.233418367346939
12/23/2018,3811,4.168984518499082
12/24/2016,4024,4.200298210735586
12/24/2017,3592,4.1940423162583516
12/24/2018,3850,4.179220779220779
12/25/2016,3582,4.193746510329425
12/25/2017,3401,4.179064980887974
12/25/2018,3497,4.1887331998856165
12/26/2016,3940,4.210406091370558
12/26/2017,3814,4.2566858940744625
12/26/2018,4037,4.205845925191975
12/27/2016,4315,4.168945538818076
12/27/2017,3944,4.2520283975659225
12/27/2018,3958,4.234714502273876
12/28/2016,3987,4.219463255580637
12/28/2017,3928,4.280040733197556
12/28/2018,4254,4.164786083685943
12/29/2016,3951,4.219691217413313
12/29/2017,4011,4.270256793817003
12/29/2018,3987,4.165036368196639
12/30/2016,3941,4.233189545800558
12/30/2017,4021,4.196468540164139
12/30/2018,3861,4.207718207718208
12/31/2016,3871,4.1500904159132
12/31/2017,3734,4.265399035886449
12/31/2018,3959,4.2038393533720635
